date,close
2020-01-01 00:00:00,29531.18692456654
2020-01-01 00:01:00,30135.37298822467
2020-01-01 00:02:00,30573.654714246033
2020-01-01 00:03:00,30264.160665259195
2020-01-01 00:04:00,30109.696760419836
2020-01-01 00:05:00,30152.640872912114
2020-01-01 00:06:00,30722.988964214663
2020-01-01 00:07:00,31209.287838511806
2020-01-01 00:08:00,31970.966575644845
2020-01-01 00:09:00,31810.205812314438
2020-01-01 00:10:00,30715.6679776515
2020-01-01 00:11:00,31470.074791144787
2020-01-01 00:12:00,31844.348733368985
2020-01-01 00:13:00,32492.76584701529
2020-01-01 00:14:00,32691.471868276036
2020-01-01 00:15:00,32501.39778410977
2020-01-01 00:16:00,33134.014182013954
2020-01-01 00:17:00,32937.00240738581
2020-01-01 00:18:00,33384.159573012366
2020-01-01 00:19:00,33908.85670578322
2020-01-01 00:20:00,34297.68422069019
2020-01-01 00:21:00,35078.06613281232
2020-01-01 00:22:00,34702.504494724344
2020-01-01 00:23:00,34665.00030177694
2020-01-01 00:24:00,35939.10884224809
2020-01-01 00:25:00,35953.64780688091
2020-01-01 00:26:00,35965.72703973975
2020-01-01 00:27:00,35688.95188437969
2020-01-01 00:28:00,35201.83121051045
2020-01-01 00:29:00,35318.50701136963
2020-01-01 00:30:00,35012.637899283945
2020-01-01 00:31:00,34834.00048160461
2020-01-01 00:32:00,34048.07189577897
2020-01-01 00:33:00,34281.4191584064
2020-01-01 00:34:00,34439.04944624288
2020-01-01 00:35:00,34320.18572408769
2020-01-01 00:36:00,34837.35625542337
2020-01-01 00:37:00,35784.69648292565
2020-01-01 00:38:00,35499.105512463924
2020-01-01 00:39:00,35567.26429648414
2020-01-01 00:40:00,35216.12188199475
2020-01-01 00:41:00,36138.25602786176
2020-01-01 00:42:00,35765.92724695236
2020-01-01 00:43:00,35203.66399203955
2020-01-01 00:44:00,35435.65388287074
2020-01-01 00:45:00,36130.15227450488
2020-01-01 00:46:00,36402.003572674745
2020-01-01 00:47:00,37163.05812021965
2020-01-01 00:48:00,36980.986230784605
2020-01-01 00:49:00,37463.13246275208
2020-01-01 00:50:00,37154.7343668336
2020-01-01 00:51:00,36976.40316220747
2020-01-01 00:52:00,36808.27235218619
2020-01-01 00:53:00,36668.03658436435
2020-01-01 00:54:00,37163.205680419844
2020-01-01 00:55:00,37982.32192418243
2020-01-01 00:56:00,37751.93904607728
2020-01-01 00:57:00,37363.911257815766
2020-01-01 00:58:00,36864.97265818854
2020-01-01 00:59:00,37051.4457516287
2020-01-01 01:00:00,36839.198401475114
2020-01-01 01:01:00,37309.294016231004
2020-01-01 01:02:00,37137.252410059016
2020-01-01 01:03:00,37177.84612240781
2020-01-01 01:04:00,38368.78282542606
2020-01-01 01:05:00,38038.494893209834
2020-01-01 01:06:00,37612.237108158355
2020-01-01 01:07:00,37492.7583783946
2020-01-01 01:08:00,37925.980362340924
2020-01-01 01:09:00,38524.29944576809
2020-01-01 01:10:00,38297.48916244377
2020-01-01 01:11:00,38374.889306144185
2020-01-01 01:12:00,38620.622340772454
2020-01-01 01:13:00,38718.13064300601
2020-01-01 01:14:00,38965.79919105782
2020-01-01 01:15:00,39023.254708189364
